company,model,year,fuel_type,transmission,km_driven,owner_type,mileage,engine,price
Honda,Jazz,2016,CNG,Automatic,130956,Third,19.54,1489,298367
Audi,A4,2017,CNG,Automatic,89213,Second,12.61,2097,4841878
Maruti,Dzire,2015,Diesel,Automatic,125126,Second,23.2,1042,850690
Ford,EcoSport,2021,Diesel,Manual,78950,First,15.16,2009,1701883
Mercedes,C-Class,2019,Diesel,Automatic,85534,First,14.56,4533,4153262
Tata,Nexon,2022,Electric,Automatic,113347,Second,300.0,1572,2116166
Toyota,Camry,2016,Electric,Manual,93296,First,300.0,1817,2601813
Maruti,Swift,2017,Diesel,Manual,38984,First,26.97,1029,1044467
Ford,Figo,2022,Electric,Manual,99221,First,300.0,1661,5056232
Maruti,Alto,2016,Diesel,Manual,23205,Second,22.03,1222,485575
Hyundai,Creta,2018,Diesel,Automatic,82047,Third,20.75,1589,417523
Ford,EcoSport,2021,Petrol,Automatic,129160,First,15.67,2300,4080355
Tata,Harrier,2019,Diesel,Manual,46961,First,24.94,1065,879835
BMW,5 Series,2018,Petrol,Manual,66526,Second,8.54,3892,4748030
Hyundai,i20,2023,Petrol,Manual,104784,Second,23.87,1446,707337
Hyundai,Grand i10,2018,Electric,Manual,27352,Second,300.0,825,833414
Mercedes,GLA,2016,Petrol,Manual,87661,Third,14.69,3549,2466640
Volkswagen,Vento,2023,Diesel,Automatic,16866,First,20.62,1025,2037534
Hyundai,Grand i10,2016,Petrol,Manual,7544,Second,27.22,1150,751598
Audi,A4,2022,Petrol,Automatic,123079,Second,11.52,2157,5959622
Tata,Nexon,2021,Electric,Manual,136944,Second,300.0,1269,473746
Hyundai,Verna,2020,Electric,Automatic,129204,Second,300.0,928,808130
Audi,A6,2024,CNG,Manual,75183,Second,9.56,2111,7812301
Mercedes,GLA,2024,Electric,Manual,65206,Third,300.0,3011,6514133
Mercedes,E-Class,2016,Diesel,Automatic,23561,Second,13.83,2017,3376103
Ford,Endeavour,2020,Diesel,Manual,16920,Third,14.93,2212,2959284
Audi,A4,2016,Petrol,Automatic,92107,Third,10.85,3209,2266777
Toyota,Glanza,2015,Electric,Automatic,21104,First,300.0,2075,4811599
Mercedes,E-Class,2023,Electric,Automatic,71145,Third,300.0,4116,5021159
Toyota,Glanza,2016,Petrol,Manual,127823,Second,16.52,1508,1639921
Toyota,Glanza,2020,CNG,Manual,14692,First,15.17,2409,2578796
Hyundai,Venue,2016,Electric,Manual,77884,First,300.0,1430,600399
Tata,Nexon,2020,CNG,Automatic,78221,Second,20.32,1032,1617155
Mercedes,GLA,2021,CNG,Automatic,64981,First,14.9,4324,11153078
Maruti,Baleno,2018,CNG,Manual,19523,First,24.17,1118,923451
Ford,Endeavour,2018,Electric,Manual,130205,Third,300.0,2826,1348381
Volkswagen,Polo,2024,CNG,Automatic,45572,Third,23.07,1079,1057113
Toyota,Camry,2023,Electric,Automatic,68858,Third,300.0,2773,5015420
Ford,Figo,2022,Petrol,Automatic,25510,Third,13.64,1994,2823371
Volkswagen,Tiguan,2021,Electric,Manual,6537,Second,300.0,1174,1054360
Toyota,Camry,2022,Diesel,Manual,36833,Third,12.82,2295,1463976
Mercedes,GLA,2024,Diesel,Automatic,108060,Second,10.8,3238,10947514
Mercedes,E-Class,2015,Petrol,Automatic,90893,Third,11.4,3477,2947357
Toyota,Camry,2025,Diesel,Automatic,30967,Third,15.25,2983,4638121
Mercedes,C-Class,2020,CNG,Manual,19355,Third,8.17,3348,4280678
Maruti,Swift,2015,Petrol,Manual,19518,Third,26.18,885,771969
Hyundai,Grand i10,2022,Diesel,Automatic,139812,Second,19.39,883,637027
Maruti,Swift,2025,Diesel,Manual,84417,Third,27.72,1481,591237
Audi,Q5,2023,Electric,Automatic,56548,First,300.0,4760,7519458
Audi,A6,2023,Petrol,Automatic,127212,Third,9.72,4572,6028120
Mahindra,Thar,2021,Petrol,Manual,23827,First,15.28,2586,2378596
Toyota,Fortuner,2023,Electric,Automatic,131010,First,300.0,2287,6230466
Toyota,Fortuner,2017,Diesel,Automatic,35505,Second,15.77,2913,4216883
BMW,3 Series,2020,Petrol,Automatic,118913,Second,8.1,3121,4330904
Mercedes,GLA,2016,Diesel,Manual,41677,Second,9.04,4185,5990154
Hyundai,Creta,2021,Diesel,Automatic,73167,Third,26.46,1419,1282270
Honda,Amaze,2020,Diesel,Automatic,72669,Second,24.84,1108,1320061
Toyota,Glanza,2023,Electric,Manual,24499,First,300.0,2133,4328664
Ford,Endeavour,2015,Petrol,Automatic,135988,Third,12.51,2480,1150662
Mahindra,Scorpio,2025,Electric,Manual,144105,Second,300.0,2480,1522251
Mahindra,Scorpio,2017,Petrol,Automatic,66703,Second,13.01,2458,2609611
Ford,Endeavour,2015,Diesel,Manual,89934,First,13.78,2541,2810517
Honda,Civic,2020,Electric,Automatic,124373,First,300.0,1384,1729910
Mercedes,E-Class,2020,Petrol,Manual,123342,Second,12.78,3103,2478685
Audi,A4,2021,Electric,Manual,143334,First,300.0,3743,6355635
Audi,A6,2021,Petrol,Manual,100621,First,10.04,4275,4348205
Maruti,Swift,2023,Petrol,Automatic,70338,Second,25.43,832,2142248
Mercedes,C-Class,2025,CNG,Manual,127247,Third,14.73,2914,3791049
Maruti,Ertiga,2025,Diesel,Manual,120704,First,25.16,1035,1578425
Tata,Punch,2020,Diesel,Manual,128715,First,18.07,936,1351493
BMW,5 Series,2017,Electric,Automatic,23180,Third,300.0,3789,5241578
Ford,EcoSport,2025,Electric,Automatic,46159,First,300.0,2779,6592341
Hyundai,i20,2015,CNG,Manual,139550,First,24.18,917,522036
Honda,Jazz,2017,Diesel,Manual,59998,First,18.11,1228,1318978
Toyota,Camry,2015,Diesel,Manual,54912,First,13.63,2871,1736735
Audi,A6,2018,Electric,Automatic,35075,First,300.0,3780,8023205
BMW,3 Series,2024,Petrol,Automatic,108912,Third,8.87,2905,6834944
BMW,5 Series,2025,CNG,Manual,59091,First,9.78,2005,9272106
Hyundai,i20,2021,Petrol,Automatic,74180,Second,22.64,1394,591477
Tata,Harrier,2020,Petrol,Manual,29899,Second,22.07,1301,815568
Ford,Figo,2017,Petrol,Manual,30137,Second,14.15,1743,2472141
Audi,Q5,2021,Electric,Manual,56155,Third,300.0,2500,5378044
Mahindra,XUV700,2018,Diesel,Manual,149880,Third,13.95,1598,1645319
Volkswagen,Tiguan,2022,CNG,Manual,76044,Second,18.57,1557,1123188
Ford,EcoSport,2020,Diesel,Automatic,32920,First,12.69,1678,4803783
Mahindra,Thar,2023,Electric,Manual,121738,Second,300.0,2942,3822838
Maruti,Baleno,2016,Electric,Automatic,9897,Third,300.0,1043,1419466
BMW,X5,2015,Electric,Manual,118184,Third,300.0,2276,3288121
Honda,Amaze,2024,Diesel,Automatic,91108,Third,25.68,1508,1450731
Honda,City,2020,CNG,Automatic,89194,Second,22.96,1255,579601
Toyota,Glanza,2024,Diesel,Manual,85071,Third,14.81,2178,1863709
Tata,Harrier,2025,Petrol,Manual,5147,Second,23.7,1362,2097531
Mercedes,E-Class,2015,Petrol,Automatic,49010,Third,8.81,2743,3119365
BMW,X5,2021,Petrol,Manual,56316,Third,11.21,3115,3024369
BMW,X5,2024,Diesel,Manual,134982,Third,10.73,3150,3279084
Toyota,Glanza,2024,Diesel,Automatic,91077,First,14.36,2925,2654472
Toyota,Innova,2023,Electric,Automatic,139575,First,300.0,2248,5718867
BMW,5 Series,2023,Petrol,Automatic,127529,First,12.88,3621,4438539
Mercedes,C-Class,2025,Petrol,Automatic,135139,First,9.99,4405,11398897
Audi,A6,2019,CNG,Automatic,71230,Third,9.94,3268,2986419
Mercedes,C-Class,2021,Diesel,Automatic,95009,Third,12.58,3166,5851815
Mahindra,Scorpio,2021,Petrol,Automatic,94360,First,15.91,2687,4167104
Mercedes,GLA,2020,Petrol,Automatic,117510,Third,11.54,3490,4276875
Toyota,Glanza,2020,Electric,Manual,130029,Second,300.0,2577,2180897
Audi,A4,2022,Diesel,Manual,30653,Second,13.88,4812,10757657
Hyundai,Creta,2020,Petrol,Manual,138132,Second,20.18,1347,466051
Toyota,Camry,2019,Petrol,Manual,112164,First,15.53,2691,2131762
BMW,5 Series,2025,Petrol,Manual,27806,First,14.51,2566,10997530
Honda,Jazz,2018,CNG,Automatic,79643,First,22.5,1438,1109621
Maruti,Baleno,2017,Diesel,Manual,131372,Second,18.75,1298,860402
Mahindra,Scorpio,2024,Diesel,Automatic,101506,Second,16.17,2205,2100870
Honda,City,2015,Electric,Manual,70923,Second,300.0,875,843089
Mahindra,Thar,2022,Electric,Manual,33252,First,300.0,2628,7971593
Audi,A4,2022,Petrol,Automatic,12776,Second,13.14,3792,6941473
Honda,Amaze,2023,Diesel,Manual,106240,Second,20.83,1103,1176457
Maruti,Alto,2020,CNG,Automatic,92285,Second,19.26,852,1253373
Mahindra,Bolero,2015,Electric,Automatic,146278,Second,300.0,2740,1847468
Toyota,Innova,2025,Diesel,Automatic,55249,Second,16.34,2680,2544110
Ford,EcoSport,2015,Diesel,Manual,103836,Second,15.96,2976,1196481
Ford,Figo,2015,Diesel,Manual,21270,First,14.66,2655,2766012
Ford,EcoSport,2022,Petrol,Automatic,126170,Third,17.51,1548,1337756
Audi,A4,2017,Petrol,Manual,59731,First,10.17,3035,3123568
Mercedes,E-Class,2017,Petrol,Automatic,24368,First,12.54,4257,6943697
Toyota,Fortuner,2024,Diesel,Automatic,43458,Third,12.01,1730,3708294
Volkswagen,Polo,2017,Diesel,Automatic,19589,First,19.26,1372,1045712
Audi,A6,2022,CNG,Manual,19192,Second,10.0,3292,10041586
BMW,X5,2022,Diesel,Manual,109917,First,9.06,2792,9284381
Maruti,Swift,2017,Electric,Manual,72813,Second,300.0,1225,1172503
Mahindra,XUV700,2019,Electric,Automatic,114302,First,300.0,2918,5211698
Tata,Safari,2017,CNG,Automatic,99840,First,20.18,1272,1374344
Volkswagen,Vento,2023,CNG,Manual,5944,Second,24.99,1513,1432857
Volkswagen,Vento,2022,Petrol,Automatic,42297,First,23.14,1429,2583347
Honda,Civic,2017,Electric,Manual,40738,Third,300.0,1324,720234
Audi,Q5,2016,Electric,Automatic,119700,First,300.0,2109,5138742
Hyundai,Grand i10,2021,Petrol,Automatic,109284,Second,23.15,1355,780284
Audi,A6,2021,CNG,Automatic,101385,Third,8.45,4604,6250885
Toyota,Fortuner,2017,CNG,Manual,99624,Third,17.9,1987,1199670
Ford,EcoSport,2016,Petrol,Automatic,10169,Third,14.64,2569,1506197
BMW,X5,2025,Electric,Automatic,101211,First,300.0,2698,14733084
Maruti,Ertiga,2019,Petrol,Automatic,63965,First,27.75,1234,1635158
Mercedes,E-Class,2022,Diesel,Automatic,26820,Second,8.38,4743,5686472
Mercedes,C-Class,2015,Electric,Manual,135118,First,300.0,4274,2416475
Maruti,Alto,2015,Diesel,Automatic,80775,Third,22.74,1378,619472
Mercedes,C-Class,2015,Petrol,Manual,50127,Third,14.31,4539,3941281
Mercedes,GLA,2022,CNG,Automatic,92493,Third,9.61,4621,6230969
Volkswagen,Tiguan,2019,CNG,Manual,44674,Second,24.63,1192,985123
Honda,City,2019,Petrol,Automatic,34623,Second,25.79,1157,1052135
Maruti,Vitara Brezza,2020,Petrol,Manual,125215,First,27.83,1599,827463
Ford,Endeavour,2024,Electric,Automatic,35202,Third,300.0,2884,2385288
Mahindra,Thar,2022,Petrol,Automatic,17170,Second,15.13,2243,6457550
BMW,X5,2016,CNG,Automatic,14138,Third,8.41,4111,5136802
Honda,Civic,2015,CNG,Automatic,74607,Second,18.27,1138,949743
Tata,Harrier,2018,CNG,Manual,33647,Second,27.01,899,600845
Maruti,Vitara Brezza,2023,CNG,Manual,70610,Third,24.77,1220,1450342
Audi,Q5,2020,Diesel,Manual,68638,First,13.79,3462,7587822
Audi,A4,2015,Electric,Manual,77089,Third,300.0,4839,4549170
Maruti,Baleno,2017,Electric,Automatic,95745,First,300.0,1430,1893500
Honda,City,2020,CNG,Automatic,47982,Third,23.17,1388,1624642
BMW,3 Series,2024,Diesel,Manual,128333,Second,9.79,4797,7316400
Tata,Safari,2015,CNG,Manual,69987,Third,27.58,1266,790403
Tata,Safari,2017,Petrol,Automatic,25584,Second,19.83,1269,1245397
Tata,Harrier,2017,Diesel,Automatic,117160,Second,27.19,1434,1256848
Volkswagen,Tiguan,2023,Electric,Automatic,81859,Second,300.0,1085,1758439
Tata,Nexon,2018,CNG,Manual,40702,First,27.36,1539,935438
Maruti,Vitara Brezza,2020,Electric,Manual,123929,Third,300.0,1140,469737
Mercedes,C-Class,2019,Electric,Manual,12134,Third,300.0,2454,6972201
BMW,5 Series,2019,Electric,Manual,96612,Second,300.0,3667,4123432
Ford,Figo,2021,Diesel,Manual,67912,Third,17.8,1627,2720520
Ford,Endeavour,2024,CNG,Manual,65834,Second,14.27,1709,2298213
Volkswagen,Tiguan,2019,Diesel,Manual,60883,First,27.6,1250,1002988
Audi,Q5,2022,Petrol,Automatic,47454,Third,10.09,3164,7040560
Hyundai,i20,2017,Petrol,Manual,8758,Third,23.45,1303,651720
Volkswagen,Tiguan,2015,Electric,Automatic,88610,First,300.0,1513,1269333
BMW,5 Series,2023,Electric,Automatic,97704,First,300.0,3773,9516342
Maruti,Baleno,2025,Diesel,Automatic,24929,First,27.15,975,3773335
Ford,Endeavour,2024,Petrol,Automatic,76436,Third,15.54,2298,4472002
Tata,Tiago,2023,Diesel,Automatic,14438,Second,19.54,1136,1599779
Toyota,Innova,2024,Electric,Manual,48931,Third,300.0,1929,1730819
Ford,Endeavour,2023,Electric,Automatic,121002,First,300.0,2484,2924458
BMW,X5,2025,CNG,Manual,42755,Second,11.24,4167,9871448
Toyota,Innova,2015,Electric,Automatic,64374,Third,300.0,2050,1437243
Maruti,Ertiga,2017,Diesel,Manual,95953,Second,25.57,1572,891140
Mahindra,Bolero,2017,Diesel,Manual,135994,Second,16.28,2819,756369
Mahindra,XUV700,2020,CNG,Automatic,20963,First,16.66,1757,3733037
Audi,A4,2017,CNG,Automatic,86834,First,9.14,4904,4773067
Honda,Civic,2020,CNG,Automatic,141631,Second,25.26,1418,768101
Volkswagen,Vento,2025,Petrol,Automatic,32262,First,22.77,1225,1134618
Mercedes,E-Class,2025,CNG,Automatic,125647,Third,11.69,2953,5603014
Maruti,Alto,2019,CNG,Automatic,64838,Second,19.87,1012,887758
Hyundai,Creta,2019,CNG,Automatic,126961,Third,22.38,1506,295476
Ford,EcoSport,2018,CNG,Automatic,78150,Third,14.53,1826,1074116
Maruti,Vitara Brezza,2023,CNG,Manual,27319,First,27.44,931,771540
Toyota,Fortuner,2016,Diesel,Automatic,103545,First,15.27,1794,2067692
BMW,X5,2015,CNG,Manual,146777,First,8.12,4759,1978865
Toyota,Innova,2022,CNG,Manual,110827,Second,12.13,2438,3633536
Volkswagen,Polo,2023,Electric,Manual,104869,Second,300.0,1174,1504846
Mercedes,GLA,2019,CNG,Automatic,94983,Second,11.99,4505,5375220
Mahindra,Thar,2025,Diesel,Automatic,26752,First,12.69,2407,7850339
Tata,Nexon,2023,Diesel,Automatic,87036,First,25.39,934,1832041
Maruti,Ertiga,2025,Diesel,Manual,87138,Second,26.74,898,960244
Mahindra,Bolero,2019,CNG,Automatic,20739,First,12.24,1918,5782641
Audi,A6,2024,CNG,Automatic,11742,First,13.11,4100,15431457
Maruti,Baleno,2020,Diesel,Manual,29002,Third,25.38,972,1118489
Tata,Nexon,2017,Diesel,Automatic,80906,First,26.35,1459,524058
Hyundai,Creta,2016,Petrol,Automatic,48192,Third,22.78,1162,839504
Maruti,Vitara Brezza,2015,CNG,Automatic,71291,Third,19.36,890,620399
Mahindra,Thar,2021,Petrol,Manual,27796,Third,13.22,1733,2630240
Toyota,Camry,2023,CNG,Automatic,57986,First,15.6,1938,6557396
Honda,Jazz,2021,Electric,Manual,134386,First,300.0,1044,709522
Hyundai,Creta,2015,Diesel,Manual,58429,Third,18.84,1314,489355
Tata,Punch,2019,Petrol,Manual,142794,Third,18.51,1416,285463
Audi,A6,2019,CNG,Manual,35675,First,8.75,4344,10370220
Maruti,Dzire,2017,Petrol,Manual,89130,First,27.64,1201,646273
Honda,Amaze,2021,Electric,Automatic,83746,First,300.0,1528,1061498
Hyundai,i20,2025,Diesel,Manual,35186,Third,25.93,1318,1829685
Mahindra,Scorpio,2016,Diesel,Manual,11009,First,13.63,2009,2736587
Ford,EcoSport,2022,Petrol,Automatic,129452,Third,14.07,2300,2638188
Honda,Civic,2025,Electric,Manual,24724,First,300.0,1186,1846884
Maruti,Baleno,2025,Electric,Manual,19383,First,300.0,1123,3520711
Maruti,Baleno,2024,Electric,Manual,116286,First,300.0,1208,611212
Mercedes,GLA,2019,Electric,Automatic,69373,Second,300.0,4931,6839627
Volkswagen,Polo,2015,Electric,Manual,88434,Third,300.0,1335,296943
Hyundai,Verna,2025,Petrol,Automatic,70443,First,20.16,986,1672271
Ford,Endeavour,2023,Electric,Automatic,147006,Second,300.0,2920,2504620
Audi,A4,2018,Electric,Automatic,6364,Third,300.0,4366,5853885
Mahindra,XUV700,2025,CNG,Automatic,76918,Third,13.9,2229,1968448
Hyundai,Grand i10,2021,Petrol,Manual,141152,Second,25.78,969,634034
BMW,X5,2018,Electric,Manual,55464,Second,300.0,2595,7893158
Tata,Tiago,2021,CNG,Automatic,141021,Second,22.13,1118,844840
Volkswagen,Tiguan,2019,Petrol,Automatic,133737,First,18.88,1585,438855
Hyundai,Venue,2020,CNG,Manual,120937,Third,22.0,1292,391103
BMW,5 Series,2015,Petrol,Manual,75609,Third,13.59,3036,3156530
BMW,3 Series,2019,Diesel,Automatic,24055,First,11.77,3696,6245607
Ford,EcoSport,2018,Electric,Manual,140370,First,300.0,2744,1228318
Mahindra,Thar,2025,CNG,Automatic,72686,Second,16.45,1859,5580873
Ford,Figo,2019,Diesel,Automatic,28463,Second,16.84,2046,2767962
Audi,A6,2025,CNG,Automatic,97844,Second,10.87,4763,8163578
Toyota,Fortuner,2016,Petrol,Automatic,41088,Third,14.98,1811,1591213
BMW,5 Series,2024,Electric,Automatic,37953,Third,300.0,4828,12797378
Toyota,Glanza,2023,Diesel,Automatic,19510,Third,13.95,2689,5922846
Mercedes,C-Class,2019,Petrol,Manual,99558,Second,11.81,2135,2672425
Tata,Nexon,2018,CNG,Automatic,76305,Third,26.72,993,1205898
Maruti,Swift,2021,Diesel,Automatic,91696,Third,24.61,1529,1217848
Hyundai,Verna,2017,CNG,Automatic,106501,Second,23.76,1238,743991
Hyundai,Venue,2020,Electric,Manual,94861,Second,300.0,972,444467
Hyundai,Venue,2018,CNG,Automatic,79597,Second,25.51,1513,725133
Audi,A4,2021,Diesel,Manual,115772,First,14.37,3140,8073744
Hyundai,i20,2015,Petrol,Automatic,126929,First,27.66,1369,395096
Mercedes,E-Class,2025,CNG,Automatic,24632,Second,8.29,2980,10605779
Mercedes,E-Class,2023,CNG,Manual,80607,Third,12.38,2711,4485927
Mahindra,XUV700,2023,Diesel,Manual,49297,Second,15.21,2881,4661756
Ford,Figo,2022,Petrol,Manual,41312,First,17.31,2349,3900652
Volkswagen,Tiguan,2022,Petrol,Manual,140699,Second,19.3,1373,438720
Volkswagen,Polo,2025,CNG,Manual,5531,Third,25.28,1299,828910
Ford,EcoSport,2016,CNG,Automatic,71736,Second,16.28,2281,1440321
Mercedes,GLA,2018,Petrol,Automatic,84542,Second,13.12,2706,5662606
Volkswagen,Polo,2025,CNG,Manual,135296,First,24.69,1538,1125763
Volkswagen,Vento,2015,Petrol,Automatic,36719,Third,19.47,1447,625557
Hyundai,Creta,2016,Petrol,Manual,111477,First,23.72,1294,372400
Audi,A6,2021,Petrol,Manual,117820,Third,14.37,3476,3231709
Toyota,Camry,2022,Petrol,Automatic,110515,Second,15.18,2869,1909638
Maruti,Swift,2018,Electric,Manual,10550,Third,300.0,1257,1042695
Maruti,Dzire,2025,Electric,Automatic,63928,Third,300.0,968,825531
BMW,3 Series,2019,CNG,Manual,119083,Third,13.06,4014,4400975
Ford,Figo,2017,Electric,Automatic,129458,First,300.0,2086,2632446
Ford,Endeavour,2022,Diesel,Automatic,108590,Second,16.06,2238,2023745
BMW,3 Series,2023,Petrol,Automatic,76158,Third,11.34,4041,6032004
Maruti,Baleno,2019,CNG,Manual,20993,First,22.37,990,990300
Toyota,Fortuner,2018,Diesel,Automatic,72027,Third,13.03,2207,2744321
Toyota,Innova,2015,Petrol,Automatic,15281,Second,14.29,3000,2313351
BMW,5 Series,2017,Diesel,Automatic,109782,Second,10.58,3960,3348459
BMW,3 Series,2022,Petrol,Manual,98889,Third,10.8,2859,5227818
Toyota,Innova,2017,Electric,Automatic,61911,First,300.0,2028,5555626
Ford,EcoSport,2023,Diesel,Automatic,62439,First,16.05,2518,3605981
Mercedes,C-Class,2016,Petrol,Manual,128610,First,13.0,4862,1952190
Mercedes,E-Class,2017,Diesel,Automatic,58585,First,8.08,3825,5569231
Toyota,Fortuner,2025,Diesel,Automatic,109496,Second,16.6,2799,2039029
Audi,A6,2023,Petrol,Automatic,62441,Second,8.71,3801,11396346
Audi,Q5,2020,Petrol,Automatic,106093,Second,8.12,4213,5918266
Mahindra,Thar,2019,Diesel,Manual,133310,Second,16.18,2863,1540117
Audi,A4,2021,CNG,Manual,59069,Second,9.02,4921,6955641
Mercedes,E-Class,2023,CNG,Manual,39809,Second,14.94,4155,6528661
Mercedes,C-Class,2018,Electric,Automatic,140759,Third,300.0,2891,2875247
Maruti,Baleno,2017,Petrol,Automatic,115259,Third,25.98,1153,366126
Maruti,Baleno,2020,Petrol,Automatic,118875,Second,24.49,1554,1185470
Maruti,Ertiga,2025,Electric,Manual,134554,Second,300.0,1227,1330923
Mercedes,GLA,2023,Electric,Manual,98945,First,300.0,4966,4463749
Mahindra,XUV700,2019,Diesel,Automatic,49275,Second,12.62,1812,3562544
Ford,EcoSport,2025,Electric,Automatic,113693,First,300.0,1966,4516725
Mercedes,E-Class,2015,Diesel,Automatic,79972,Second,10.54,3698,4706876
Volkswagen,Polo,2023,Electric,Manual,19044,First,300.0,953,1169552
Honda,Jazz,2018,Electric,Automatic,48973,First,300.0,1159,2183148
Honda,Amaze,2018,CNG,Automatic,61053,Second,27.8,1412,1411968
Maruti,Swift,2024,Petrol,Manual,7720,Third,23.49,1109,1653939
Maruti,Vitara Brezza,2022,Diesel,Manual,86144,Second,27.24,1111,1599006
BMW,X5,2025,Diesel,Automatic,98691,Third,10.54,4515,6084983
Ford,EcoSport,2024,Petrol,Manual,30356,Second,13.76,2349,5927418
Audi,Q5,2016,Petrol,Automatic,133671,Second,13.01,3011,3997516
Mercedes,E-Class,2019,Electric,Manual,66291,Third,300.0,4210,8126060
Mahindra,XUV700,2023,Petrol,Automatic,119489,Second,17.51,2206,1751261
Volkswagen,Tiguan,2019,Electric,Automatic,143586,First,300.0,1571,1117215
Tata,Tiago,2019,CNG,Manual,110716,Third,21.19,1320,525601
Ford,EcoSport,2020,Petrol,Manual,16817,First,17.16,2547,5630556
Audi,A6,2019,Electric,Manual,63272,Second,300.0,3221,5868761
BMW,5 Series,2024,CNG,Manual,53933,First,12.8,2418,8845981
Toyota,Glanza,2016,Petrol,Manual,91538,First,14.52,2135,1805592
Maruti,Alto,2024,Petrol,Manual,110476,Second,22.41,1065,1372009
Mercedes,C-Class,2025,Petrol,Automatic,53827,First,8.81,2726,10445050
Toyota,Glanza,2020,CNG,Automatic,136782,Third,17.56,2956,1052627
Audi,A4,2015,CNG,Manual,141612,Second,9.55,4466,2106977
BMW,5 Series,2025,Electric,Manual,63569,First,300.0,4111,6480613
Maruti,Baleno,2024,CNG,Automatic,140963,First,19.06,811,513940
Tata,Harrier,2022,Petrol,Manual,19365,Second,25.48,1194,813156
Mercedes,GLA,2024,Petrol,Manual,102957,Second,14.14,2148,5704322
Hyundai,Grand i10,2018,Electric,Automatic,136508,First,300.0,1243,1449461
Maruti,Dzire,2015,CNG,Manual,58479,Third,19.63,1524,594067
Hyundai,Grand i10,2021,Petrol,Manual,62672,Third,26.13,1012,518168
Tata,Punch,2020,Diesel,Manual,74517,First,24.66,842,1045922
Audi,A4,2022,Electric,Automatic,96424,Third,300.0,3578,8105722
Maruti,Ertiga,2021,Petrol,Manual,52530,Third,25.89,1224,651525
Audi,A4,2015,Electric,Automatic,117545,First,300.0,3302,3350587
Hyundai,Grand i10,2021,Petrol,Manual,26461,Third,24.67,924,740874
Audi,A4,2025,Diesel,Manual,52738,First,10.5,3329,13874621
Mercedes,GLA,2017,Petrol,Automatic,62976,First,13.53,2471,6799470
BMW,X5,2023,Petrol,Manual,106424,Third,8.75,4593,5572661
Maruti,Alto,2020,Petrol,Automatic,28344,First,19.41,866,875437
Ford,EcoSport,2023,Petrol,Automatic,32058,Second,17.34,2911,1957775
Ford,EcoSport,2023,Petrol,Automatic,72280,First,16.83,1578,6154988
Tata,Safari,2024,CNG,Automatic,97378,Second,26.2,830,565357
Mahindra,Scorpio,2021,Diesel,Automatic,94254,Second,14.59,2315,4112765
Mercedes,GLA,2023,CNG,Manual,72604,Second,12.26,2580,5627946
Honda,City,2019,CNG,Automatic,121146,Third,19.79,1241,580153
Audi,Q5,2019,Electric,Automatic,27433,Second,300.0,4459,7110455
Ford,Endeavour,2022,Diesel,Automatic,128053,First,16.03,2101,3846518
Mahindra,Scorpio,2017,Electric,Manual,121913,Third,300.0,2294,1797301
BMW,5 Series,2021,Petrol,Manual,141863,Second,9.89,2522,4899011
Mercedes,GLA,2025,Electric,Automatic,17051,Third,300.0,2511,11847968
Volkswagen,Tiguan,2022,CNG,Manual,21490,First,26.22,1172,2482815
Toyota,Fortuner,2017,CNG,Manual,52005,Second,14.04,1915,2365339
Ford,EcoSport,2015,CNG,Automatic,107361,Third,14.72,1628,866988
Maruti,Alto,2017,Petrol,Automatic,64680,Third,19.99,1138,432852
Hyundai,Grand i10,2019,CNG,Automatic,91346,First,27.61,1427,987152
Honda,Amaze,2017,Diesel,Manual,27333,First,27.21,950,1258128
Toyota,Fortuner,2019,Petrol,Automatic,146098,First,15.07,2494,2070620
Toyota,Glanza,2022,Diesel,Automatic,43951,First,17.57,1697,6222460
Honda,Amaze,2016,Diesel,Automatic,140540,Third,23.02,882,255154
Audi,Q5,2021,Diesel,Automatic,112059,First,14.95,3408,10263412
Ford,EcoSport,2025,CNG,Automatic,129117,Third,17.83,2424,2726785
Ford,EcoSport,2019,Diesel,Manual,134496,Third,12.89,2783,1428033
Honda,Amaze,2025,CNG,Manual,35606,Second,26.99,869,1198180
Mahindra,Scorpio,2018,CNG,Automatic,65398,Second,16.42,2634,2060714
Volkswagen,Polo,2015,CNG,Automatic,128945,Second,21.8,1245,723708
BMW,3 Series,2023,Electric,Automatic,136217,Second,300.0,3829,4850295
Volkswagen,Vento,2018,Petrol,Manual,107242,Third,21.6,1368,429291
Honda,Jazz,2017,Petrol,Manual,82472,Second,26.98,1528,402752
Tata,Tiago,2015,Petrol,Manual,26396,Second,27.22,1084,824467
Mercedes,E-Class,2019,CNG,Automatic,76098,Second,9.49,2838,9022019
Volkswagen,Polo,2016,CNG,Manual,68711,First,25.85,1083,1064650
Ford,Figo,2022,Petrol,Manual,16982,First,16.75,1921,3742883
Tata,Punch,2024,Electric,Automatic,147275,Third,300.0,1517,1372086
BMW,X5,2023,Petrol,Automatic,110767,Third,14.64,2219,3607499
Mercedes,GLA,2017,Electric,Automatic,124627,First,300.0,3790,5314660
Volkswagen,Vento,2024,Petrol,Manual,35808,First,19.67,964,1582534
Mahindra,Thar,2023,Petrol,Automatic,80979,First,13.24,2422,2927238
BMW,3 Series,2021,Electric,Automatic,128626,Second,300.0,4961,5621151
Maruti,Baleno,2021,Electric,Automatic,110438,Second,300.0,812,1755304
Honda,Amaze,2023,Diesel,Manual,146234,First,19.21,930,919838
